timestamp,msg_type,scan_index,dist_or_yaw,pulse_L_or_ax,pulse_R_or_ay,az,gz
12:53:05.630,S,6,126.0,129.1,123.4,,
12:53:05.758,S,6,128.0,128.7,124.2,,
12:53:05.871,S,6,130.0,129.2,124.2,,
12:53:05.998,S,6,132.0,128.8,124.6,,
12:53:06.124,S,6,134.0,129.1,120.6,,
12:53:06.251,S,6,136.0,108.0,121.0,,
12:53:06.313,S,6,138.0,127.8,120.1,,
12:53:06.440,S,6,140.0,125.7,119.6,,
12:53:06.558,S,6,142.0,124.9,119.6,,
12:53:06.686,S,6,144.0,124.0,119.2,,
12:53:06.814,S,6,146.0,127.1,118.7,,
12:53:06.942,S,6,148.0,124.7,118.2,,
12:53:07.069,S,6,150.0,106.2,118.2,,
12:53:07.182,S,6,152.0,95.5,117.8,,
12:53:07.309,S,6,154.0,78.4,117.8,,
12:53:07.436,S,6,156.0,78.8,118.2,,
12:53:07.563,S,6,158.0,77.5,118.2,,
12:53:07.625,S,6,160.0,78.3,117.7,,
12:53:07.751,S,6,162.0,77.0,117.7,,
12:53:07.869,S,6,164.0,77.5,118.1,,
12:53:07.997,S,6,166.0,77.9,117.7,,
12:53:08.126,S,6,168.0,76.6,117.7,,
12:53:08.189,S,6,170.0,76.2,118.1,,
12:53:08.316,S,6,172.0,76.6,118.0,,
12:53:08.441,S,6,174.0,76.6,117.6,,
12:53:08.558,S,6,176.0,68.9,117.6,,
12:53:08.686,S,6,178.0,76.2,117.7,,
12:53:08.814,S,6,180.0,76.2,118.1,,
12:53:09.182,STEP,7,10.3,0.078,0.038,0.993,0.55
12:53:09.933,S,7,0.0,111.2,66.4,,
12:53:09.997,S,7,2.0,120.6,66.5,,
12:53:10.126,S,7,4.0,106.0,66.9,,
12:53:10.253,S,7,6.0,126.5,66.5,,
12:53:10.378,S,7,8.0,121.9,66.9,,
12:53:10.441,S,7,10.0,126.9,67.3,,
12:53:10.573,S,7,12.0,105.7,67.0,,
12:53:10.702,S,7,14.0,111.6,66.9,,
12:53:10.829,S,7,16.0,127.5,67.4,,
12:53:10.893,S,7,18.0,127.1,67.8,,
12:53:11.021,S,7,20.0,126.7,67.9,,
12:53:11.135,S,7,22.0,123.4,68.3,,
12:53:11.260,S,7,24.0,114.6,68.8,,
12:53:11.386,S,7,26.0,114.1,68.4,,
12:53:11.454,S,7,28.0,113.3,69.7,,
12:53:11.636,S,7,30.0,126.0,70.2,,
12:53:11.699,S,7,32.0,127.4,77.1,,
12:53:11.823,S,7,34.0,125.6,77.5,,
12:53:11.949,S,7,36.0,126.6,77.1,,
12:53:12.012,S,7,38.0,126.1,77.9,,
12:53:12.137,S,7,40.0,127.3,77.6,,
12:53:12.264,S,7,42.0,123.5,77.6,,
12:53:12.389,S,7,44.0,98.5,78.0,,
12:53:12.514,S,7,46.0,54.7,78.0,,
12:53:12.574,S,7,48.0,54.7,78.9,,
12:53:12.702,S,7,50.0,55.5,43.1,,
12:53:12.766,S,7,52.0,53.8,41.3,,
12:53:12.893,S,7,54.0,53.8,40.9,,
12:53:12.957,S,7,56.0,53.8,40.4,,
12:53:13.085,S,7,58.0,53.8,40.4,,
12:53:13.146,S,7,60.0,53.4,40.0,,
12:53:13.261,S,7,62.0,53.4,39.5,,
12:53:13.390,S,7,64.0,53.0,39.5,,
12:53:13.454,S,7,66.0,53.0,39.5,,
12:53:13.582,S,7,68.0,53.4,39.0,,
12:53:13.646,S,7,70.0,53.0,39.4,,
12:53:13.773,S,7,72.0,53.4,39.0,,
12:53:13.836,S,7,74.0,53.4,39.0,,
12:53:13.950,S,7,76.0,53.9,39.0,,
12:53:14.013,S,7,78.0,53.4,39.0,,
12:53:14.135,S,7,80.0,54.7,39.0,,
12:53:14.198,S,7,82.0,53.9,38.9,,
12:53:14.324,S,7,84.0,54.8,38.9,,
12:53:14.449,S,7,86.0,54.4,38.9,,
12:53:14.512,S,7,88.0,55.3,38.9,,
12:53:14.637,S,7,90.0,56.9,39.0,,
12:53:14.700,S,7,92.0,56.1,39.0,,
12:53:14.826,S,7,94.0,92.5,39.0,,
12:53:14.889,S,7,96.0,96.3,39.0,,
12:53:15.015,S,7,98.0,104.1,39.0,,
12:53:15.140,S,7,100.0,95.9,39.4,,
12:53:15.261,S,7,102.0,143.4,39.5,,
12:53:15.326,S,7,104.0,141.7,39.5,,
12:53:15.454,S,7,106.0,129.8,39.9,,
12:53:15.582,S,7,108.0,142.9,39.9,,
12:53:15.706,S,7,110.0,162.8,40.0,,
12:53:15.767,S,7,112.0,162.8,40.4,,
12:53:15.886,S,7,114.0,162.0,40.9,,
12:53:16.013,S,7,116.0,130.2,41.8,,
12:53:16.141,S,7,118.0,162.4,43.5,,
12:53:16.269,S,7,120.0,129.7,134.5,,
12:53:16.398,S,7,122.0,162.2,132.5,,
12:53:16.510,S,7,124.0,131.8,132.9,,
12:53:16.637,S,7,126.0,131.4,132.8,,
12:53:16.765,S,7,128.0,174.3,129.8,,
12:53:16.890,S,7,130.0,119.3,131.1,,
12:53:17.016,S,7,132.0,165.8,129.3,,
12:53:17.141,S,7,134.0,166.2,127.0,,
12:53:17.326,S,7,136.0,165.0,128.7,,
12:53:17.454,S,7,138.0,164.1,127.4,,
12:53:17.518,S,7,140.0,139.3,128.3,,
12:53:17.646,S,7,142.0,130.4,126.7,,
12:53:17.833,S,7,144.0,163.7,127.4,,
12:53:17.949,S,7,146.0,110.0,126.9,,
12:53:18.078,S,7,148.0,69.0,123.7,,
12:53:18.142,S,7,150.0,69.9,124.6,,
12:53:18.269,S,7,152.0,68.6,125.5,,
12:53:18.397,S,7,154.0,68.1,123.4,,
12:53:18.523,S,7,156.0,68.5,123.7,,
12:53:18.638,S,7,158.0,67.6,124.2,,
12:53:18.702,S,7,160.0,68.0,123.8,,
12:53:18.830,S,7,162.0,68.0,124.7,,
12:53:18.958,S,7,164.0,67.2,123.4,,
12:53:19.085,S,7,166.0,67.2,126.7,,
12:53:19.198,S,7,168.0,67.6,126.7,,
12:53:19.325,S,7,170.0,67.6,126.3,,
12:53:19.389,S,7,172.0,66.7,126.7,,
12:53:19.512,S,7,174.0,67.1,126.3,,
12:53:19.639,S,7,176.0,66.7,126.7,,
12:53:19.765,S,7,178.0,66.7,126.7,,
12:53:19.887,S,7,180.0,67.1,124.3,,
12:53:20.331,STEP,8,10.3,0.056,0.022,0.923,-0.87
12:53:21.021,S,8,0.0,121.7,57.4,,
12:53:21.149,S,8,2.0,127.4,57.4,,
12:53:21.198,S,8,4.0,127.2,57.4,,
12:53:21.390,S,8,6.0,128.3,57.4,,
12:53:21.449,S,8,8.0,127.4,57.4,,
12:53:21.573,S,8,10.0,126.5,57.8,,
12:53:21.698,S,8,12.0,126.9,57.9,,
12:53:21.761,S,8,14.0,126.5,57.9,,
12:53:21.886,S,8,16.0,126.1,58.3,,
12:53:22.014,S,8,18.0,125.6,58.4,,
12:53:22.139,S,8,20.0,126.0,58.9,,
12:53:22.265,S,8,22.0,125.1,58.9,,
12:53:22.328,S,8,24.0,125.2,60.2,,
12:53:22.456,S,8,26.0,124.3,60.2,,
12:53:22.573,S,8,28.0,125.1,61.1,,
12:53:22.701,S,8,30.0,125.1,69.7,,
12:53:22.765,S,8,32.0,106.8,69.3,,
12:53:22.893,S,8,34.0,109.5,69.3,,
12:53:23.021,S,8,36.0,97.5,69.3,,
12:53:23.149,S,8,38.0,99.1,69.3,,
12:53:23.262,S,8,40.0,105.6,69.8,,
12:53:23.326,S,8,42.0,97.3,69.8,,
12:53:23.453,S,8,44.0,59.5,69.8,,
12:53:23.583,S,8,46.0,59.5,70.2,,
12:53:23.647,S,8,48.0,58.3,42.3,,
12:53:23.761,S,8,50.0,58.3,41.8,,
12:53:23.825,S,8,52.0,58.3,40.5,,
12:53:23.949,S,8,54.0,58.3,40.1,,
12:53:24.014,S,8,56.0,58.3,40.1,,
12:53:24.140,S,8,58.0,59.1,39.6,,
12:53:24.266,S,8,60.0,58.7,39.2,,
12:53:24.331,S,8,62.0,58.3,39.6,,
12:53:24.456,S,8,64.0,58.3,39.1,,
12:53:24.510,S,8,66.0,58.3,39.1,,
12:53:24.638,S,8,68.0,59.6,38.7,,
12:53:24.701,S,8,70.0,58.8,38.6,,
12:53:24.830,S,8,72.0,58.8,38.6,,
12:53:24.893,S,8,74.0,59.2,38.6,,
12:53:25.018,S,8,76.0,58.8,38.6,,
12:53:25.145,S,8,78.0,92.4,38.5,,
12:53:25.198,S,8,80.0,93.6,38.5,,
12:53:25.326,S,8,82.0,92.8,38.5,,
12:53:25.389,S,8,84.0,92.8,38.5,,
12:53:25.518,S,8,86.0,92.8,38.5,,
12:53:25.646,S,8,88.0,92.8,38.5,,
12:53:25.710,S,8,90.0,92.8,38.5,,
12:53:25.836,S,8,92.0,94.6,39.0,,
12:53:25.950,S,8,94.0,92.9,38.6,,
12:53:26.014,S,8,96.0,93.4,38.6,,
12:53:26.137,S,8,98.0,95.1,39.0,,
12:53:26.263,S,8,100.0,92.9,39.4,,
12:53:26.327,S,8,102.0,95.9,39.1,,
12:53:26.454,S,8,104.0,95.2,39.1,,
12:53:26.574,S,8,106.0,96.0,39.5,,
12:53:26.637,S,8,108.0,98.2,40.0,,
12:53:26.767,S,8,110.0,95.3,40.0,,
12:53:26.894,S,8,112.0,99.5,40.0,,
12:53:26.958,S,8,114.0,100.8,40.9,,
12:53:27.087,S,8,116.0,100.9,41.3,,
12:53:27.198,S,8,118.0,117.6,43.1,,
12:53:27.326,S,8,120.0,118.9,129.4,,
12:53:27.454,S,8,122.0,102.1,132.8,,
12:53:27.519,S,8,124.0,117.6,133.3,,
12:53:27.646,S,8,126.0,116.8,132.4,,
12:53:27.774,S,8,128.0,119.8,131.6,,
12:53:27.950,S,8,130.0,119.8,132.1,,
12:53:28.014,S,8,132.0,120.2,132.0,,
12:53:28.139,S,8,134.0,120.3,138.4,,
12:53:28.263,S,8,136.0,118.2,120.2,,
12:53:28.389,S,8,138.0,121.5,136.0,,
12:53:28.516,S,8,140.0,122.5,136.5,,
12:53:28.702,S,8,142.0,121.2,137.4,,
12:53:28.766,S,8,144.0,121.6,137.3,,
12:53:28.892,S,8,146.0,146.4,123.4,,
12:53:29.018,S,8,148.0,115.5,134.6,,
12:53:29.143,S,8,150.0,59.9,135.2,,
12:53:29.262,S,8,152.0,59.0,129.4,,
12:53:29.390,S,8,154.0,59.8,129.9,,
12:53:29.454,S,8,156.0,58.5,114.6,,
12:53:29.582,S,8,158.0,59.0,117.1,,
12:53:29.708,S,8,160.0,58.5,112.8,,
12:53:29.772,S,8,162.0,58.5,115.0,,
12:53:29.885,S,8,164.0,58.5,113.1,,
12:53:30.014,S,8,166.0,58.1,113.2,,
12:53:30.142,S,8,168.0,57.6,102.6,,
12:53:30.206,S,8,170.0,57.6,108.1,,
12:53:30.324,S,8,172.0,57.6,104.3,,
12:53:30.449,S,8,174.0,58.1,67.0,,
12:53:30.575,S,8,176.0,57.6,65.2,,
12:53:30.638,S,8,178.0,57.6,64.3,,
12:53:30.765,S,8,180.0,57.6,125.6,,
12:53:31.198,STEP,9,10.3,0.141,-0.057,1.026,0.55
12:53:31.885,S,9,0.0,126.2,47.8,,
12:53:32.014,S,9,2.0,126.5,47.8,,
12:53:32.136,S,9,4.0,117.3,48.2,,
12:53:32.263,S,9,6.0,125.7,47.8,,
12:53:32.325,S,9,8.0,126.1,48.2,,
12:53:32.452,S,9,10.0,125.7,47.8,,
12:53:32.573,S,9,12.0,124.7,48.3,,
12:53:32.702,S,9,14.0,125.1,48.7,,
12:53:32.766,S,9,16.0,124.8,48.7,,
12:53:32.891,S,9,18.0,124.2,48.8,,
12:53:33.016,S,9,20.0,123.8,49.7,,
12:53:33.140,S,9,22.0,124.2,49.7,,
12:53:33.262,S,9,24.0,124.1,51.0,,
12:53:33.327,S,9,26.0,103.5,61.0,,
12:53:33.454,S,9,28.0,68.6,61.0,,
12:53:33.519,S,9,30.0,68.6,61.4,,
12:53:33.644,S,9,32.0,66.8,61.4,,
12:53:33.770,S,9,34.0,66.4,61.0,,
12:53:33.833,S,9,36.0,66.0,61.0,,
12:53:33.951,S,9,38.0,67.7,61.4,,
12:53:34.078,S,9,40.0,67.3,61.4,,
12:53:34.142,S,9,42.0,64.7,61.4,,
12:53:34.270,S,9,44.0,64.7,61.8,,
12:53:34.334,S,9,46.0,66.8,61.9,,
12:53:34.461,S,9,48.0,66.0,61.9,,
12:53:34.574,S,9,50.0,66.0,42.3,,
12:53:34.638,S,9,52.0,65.6,40.2,,
12:53:34.766,S,9,54.0,64.8,39.7,,
12:53:34.830,S,9,56.0,64.0,40.1,,
12:53:34.949,S,9,58.0,64.0,39.7,,
12:53:35.077,S,9,60.0,65.7,39.2,,
12:53:35.140,S,9,62.0,65.3,38.7,,
12:53:35.262,S,9,64.0,65.3,38.8,,
12:53:35.326,S,9,66.0,67.8,38.7,,
12:53:35.454,S,9,68.0,66.2,38.3,,
12:53:35.519,S,9,70.0,64.6,38.7,,
12:53:35.645,S,9,72.0,67.1,38.2,,
12:53:35.770,S,9,74.0,66.7,38.2,,
12:53:35.835,S,9,76.0,65.8,38.2,,
12:53:35.950,S,9,78.0,67.9,38.2,,
12:53:36.013,S,9,80.0,96.6,38.2,,
12:53:36.136,S,9,82.0,96.7,38.2,,
12:53:36.261,S,9,84.0,96.7,38.2,,
12:53:36.325,S,9,86.0,97.5,38.2,,
12:53:36.451,S,9,88.0,97.5,38.2,,
12:53:36.574,S,9,90.0,97.1,38.2,,
12:53:36.638,S,9,92.0,97.6,38.2,,
12:53:36.764,S,9,94.0,98.4,38.2,,
12:53:36.888,S,9,96.0,97.1,38.2,,
12:53:36.952,S,9,98.0,98.9,38.7,,
12:53:37.077,S,9,100.0,100.2,38.7,,
12:53:37.199,S,9,102.0,99.4,38.7,,
12:53:37.262,S,9,104.0,98.2,39.2,,
12:53:37.390,S,9,106.0,99.5,38.7,,
12:53:37.518,S,9,108.0,99.5,39.2,,
12:53:37.581,S,9,110.0,99.5,40.1,,
12:53:37.705,S,9,112.0,100.0,39.7,,
12:53:37.831,S,9,114.0,99.2,40.5,,
12:53:37.886,S,9,116.0,100.1,41.8,,
12:53:38.014,S,9,118.0,102.2,42.3,,
12:53:38.143,S,9,120.0,144.0,134.8,,
12:53:38.270,S,9,122.0,143.2,134.8,,
12:53:38.393,S,9,124.0,118.1,135.3,,
12:53:38.519,S,9,126.0,116.8,132.8,,
12:53:38.638,S,9,128.0,114.2,134.5,,
12:53:38.766,S,9,130.0,116.4,135.4,,
12:53:38.893,S,9,132.0,142.5,136.6,,
12:53:39.020,S,9,134.0,145.0,136.2,,
12:53:39.146,S,9,136.0,143.8,148.2,,
12:53:39.262,S,9,138.0,143.8,147.9,,
12:53:39.390,S,9,140.0,105.4,125.6,,
12:53:39.518,S,9,142.0,106.3,139.0,,
12:53:39.648,S,9,144.0,105.2,107.2,,
12:53:39.774,S,9,146.0,105.2,136.5,,
12:53:39.886,S,9,148.0,104.8,121.8,,
12:53:40.014,S,9,150.0,95.8,147.6,,
12:53:40.143,S,9,152.0,119.3,147.2,,
12:53:40.271,S,9,154.0,49.4,117.8,,
12:53:40.334,S,9,156.0,49.4,119.1,,
12:53:40.462,S,9,158.0,48.5,119.1,,
12:53:40.575,S,9,160.0,48.5,108.0,,
12:53:40.700,S,9,162.0,48.0,107.7,,
12:53:40.762,S,9,164.0,48.0,106.8,,
12:53:40.890,S,9,166.0,48.8,105.1,,
12:53:41.015,S,9,168.0,48.0,105.9,,
12:53:41.139,S,9,170.0,48.0,120.3,,
12:53:41.199,S,9,172.0,48.0,120.7,,
12:53:41.326,S,9,174.0,48.0,110.3,,
12:53:41.455,S,9,176.0,48.0,84.0,,
12:53:41.514,S,9,178.0,47.6,89.9,,
12:53:41.641,S,9,180.0,47.6,88.7,,
12:53:42.078,STEP,10,10.3,0.043,-0.011,0.946,-0.04
12:53:42.767,S,10,0.0,120.5,38.5,,
12:53:42.888,S,10,2.0,120.1,38.5,,
12:53:43.013,S,10,4.0,120.9,38.5,,
12:53:43.076,S,10,6.0,119.6,38.9,,
12:53:43.203,S,10,8.0,120.9,38.9,,
12:53:43.326,S,10,10.0,103.5,38.9,,
12:53:43.391,S,10,12.0,104.8,39.3,,
12:53:43.519,S,10,14.0,123.8,39.3,,
12:53:43.644,S,10,16.0,123.4,39.8,,
12:53:43.708,S,10,18.0,120.0,39.8,,
12:53:43.834,S,10,20.0,122.1,40.2,,
12:53:43.951,S,10,22.0,101.9,40.7,,
12:53:44.078,S,10,24.0,106.0,41.6,,
12:53:44.143,S,10,26.0,72.1,54.2,,
12:53:44.271,S,10,28.0,71.2,54.1,,
12:53:44.387,S,10,30.0,71.2,54.1,,
12:53:44.449,S,10,32.0,71.6,54.1,,
12:53:44.574,S,10,34.0,72.0,54.1,,
12:53:44.701,S,10,36.0,70.7,54.1,,
12:53:44.764,S,10,38.0,70.3,54.1,,
12:53:44.891,S,10,40.0,70.7,54.1,,
12:53:44.953,S,10,42.0,70.7,54.1,,
12:53:45.079,S,10,44.0,70.3,54.1,,
12:53:45.198,S,10,46.0,70.7,54.1,,
12:53:45.263,S,10,48.0,70.3,42.3,,
12:53:45.391,S,10,50.0,70.3,41.5,,
12:53:45.454,S,10,52.0,70.7,40.1,,
12:53:45.582,S,10,54.0,71.2,39.3,,
12:53:45.710,S,10,56.0,70.8,38.8,,
12:53:45.772,S,10,58.0,72.1,38.7,,
12:53:45.886,S,10,60.0,72.1,38.7,,
12:53:45.951,S,10,62.0,71.3,38.3,,
12:53:46.078,S,10,64.0,94.4,38.7,,
12:53:46.206,S,10,66.0,99.0,38.2,,
12:53:46.270,S,10,68.0,101.1,38.2,,
12:53:46.398,S,10,70.0,99.5,37.8,,
12:53:46.461,S,10,72.0,99.9,37.8,,
12:53:46.574,S,10,74.0,100.3,37.8,,
12:53:46.703,S,10,76.0,101.1,37.8,,
12:53:46.831,S,10,78.0,101.2,37.8,,
12:53:46.895,S,10,80.0,101.6,37.7,,
12:53:47.021,S,10,82.0,101.9,37.7,,
12:53:47.084,S,10,84.0,100.8,37.7,,
12:53:47.211,S,10,86.0,99.5,37.7,,
12:53:47.326,S,10,88.0,101.2,37.7,,
12:53:47.454,S,10,90.0,101.7,37.7,,
12:53:47.519,S,10,92.0,103.8,37.8,,
12:53:47.647,S,10,94.0,101.7,37.8,,
12:53:47.711,S,10,96.0,103.4,37.8,,
12:53:47.824,S,10,98.0,104.2,38.2,,
12:53:47.951,S,10,100.0,102.9,38.2,,
12:53:48.076,S,10,102.0,112.9,38.2,,
12:53:48.139,S,10,104.0,105.2,38.7,,
12:53:48.266,S,10,106.0,124.3,38.7,,
12:53:48.392,S,10,108.0,107.4,39.2,,
12:53:48.517,S,10,110.0,113.8,39.2,,
12:53:48.574,S,10,112.0,110.4,39.6,,
12:53:48.702,S,10,114.0,109.1,40.1,,
12:53:48.830,S,10,116.0,109.7,40.1,,
12:53:48.895,S,10,118.0,116.4,43.1,,
12:53:49.018,S,10,120.0,136.3,136.2,,
12:53:49.145,S,10,122.0,135.9,114.4,,
12:53:49.326,S,10,124.0,137.2,138.4,,
12:53:49.454,S,10,126.0,136.3,138.4,,
12:53:49.519,S,10,128.0,104.2,136.7,,
12:53:49.647,S,10,130.0,136.3,137.2,,
12:53:49.771,S,10,132.0,136.7,137.2,,
12:53:49.951,S,10,134.0,136.7,120.8,,
12:53:50.078,S,10,136.0,137.5,140.3,,
12:53:50.207,S,10,138.0,136.6,140.3,,
12:53:50.335,S,10,140.0,115.3,138.2,,
12:53:50.460,S,10,142.0,115.8,137.9,,
12:53:50.575,S,10,144.0,136.2,140.0,,
12:53:50.702,S,10,146.0,102.6,139.6,,
12:53:50.830,S,10,148.0,104.2,138.8,,
12:53:50.959,S,10,150.0,105.1,155.5,,
12:53:51.023,S,10,152.0,105.1,123.7,,
12:53:51.151,S,10,154.0,40.9,123.6,,
12:53:51.262,S,10,156.0,40.0,120.0,,
12:53:51.389,S,10,158.0,40.0,123.2,,
12:53:51.516,S,10,160.0,39.1,123.3,,
12:53:51.579,S,10,162.0,39.5,122.9,,
12:53:51.706,S,10,164.0,39.5,120.0,,
12:53:51.831,S,10,166.0,38.7,115.8,,
12:53:51.886,S,10,168.0,38.7,121.7,,
12:53:52.014,S,10,170.0,38.7,115.3,,
12:53:52.142,S,10,172.0,38.7,117.4,,
12:53:52.207,S,10,174.0,38.7,114.5,,
12:53:52.397,S,10,176.0,38.7,108.2,,
12:53:52.459,S,10,178.0,38.7,127.5,,
12:53:52.574,S,10,180.0,38.7,109.6,,
12:53:53.011,STEP,11,10.3,0.09,0.025,1.031,-0.66
12:53:53.705,S,11,0.0,119.9,29.6,,
12:53:53.833,S,11,2.0,165.0,29.6,,
12:53:53.951,S,11,4.0,118.9,29.7,,
12:53:54.015,S,11,6.0,165.4,29.7,,
12:53:54.143,S,11,8.0,164.2,29.7,,
12:53:54.271,S,11,10.0,121.2,29.7,,
12:53:54.334,S,11,12.0,107.0,30.1,,
12:53:54.463,S,11,14.0,79.9,31.0,,
12:53:54.591,S,11,16.0,79.0,30.6,,
12:53:54.655,S,11,18.0,79.4,31.0,,
12:53:54.783,S,11,20.0,78.5,31.9,,
12:53:54.903,S,11,22.0,78.9,32.4,,
12:53:54.967,S,11,24.0,78.5,48.1,,
12:53:55.093,S,11,26.0,78.5,48.1,,
12:53:55.155,S,11,28.0,77.2,48.1,,
12:53:55.278,S,11,30.0,77.6,47.7,,
12:53:55.343,S,11,32.0,78.0,48.0,,
12:53:55.469,S,11,34.0,78.0,47.6,,
12:53:55.595,S,11,36.0,78.0,48.0,,
12:53:55.656,S,11,38.0,78.0,47.6,,
12:53:55.781,S,11,40.0,77.6,47.6,,
12:53:55.845,S,11,42.0,77.6,47.6,,
12:53:55.967,S,11,44.0,77.6,47.6,,
12:53:56.094,S,11,46.0,77.2,48.0,,
12:53:56.159,S,11,48.0,77.7,47.9,,
12:53:56.285,S,11,50.0,77.2,48.0,,
12:53:56.411,S,11,52.0,77.2,47.6,,
12:53:56.473,S,11,54.0,78.1,39.2,,
12:53:56.590,S,11,56.0,77.3,38.7,,
12:53:56.718,S,11,58.0,78.2,38.3,,
12:53:56.782,S,11,60.0,78.6,38.3,,
12:53:56.910,S,11,62.0,79.1,37.8,,
12:53:56.975,S,11,64.0,78.3,37.8,,
12:53:57.102,S,11,66.0,79.1,37.4,,
12:53:57.165,S,11,68.0,79.2,37.3,,
12:53:57.278,S,11,70.0,107.1,37.3,,
12:53:57.406,S,11,72.0,106.2,37.3,,
12:53:57.528,S,11,74.0,105.8,37.3,,
12:53:57.589,S,11,76.0,106.3,37.3,,
12:53:57.716,S,11,78.0,107.1,37.3,,
12:53:57.841,S,11,80.0,107.5,37.2,,
12:53:57.903,S,11,82.0,106.7,37.2,,
12:53:58.030,S,11,84.0,106.6,37.3,,
12:53:58.156,S,11,86.0,107.5,37.2,,
12:53:58.219,S,11,88.0,107.5,37.3,,
12:53:58.344,S,11,90.0,107.2,37.3,,
12:53:58.470,S,11,92.0,104.4,37.3,,
12:53:58.532,S,11,94.0,107.2,37.3,,
12:53:58.654,S,11,96.0,114.1,37.3,,
12:53:58.782,S,11,98.0,107.7,37.3,,
12:53:58.911,S,11,100.0,106.8,37.7,,
12:53:59.035,S,11,102.0,109.0,37.8,,
12:53:59.098,S,11,104.0,115.3,38.6,,
12:53:59.161,S,11,106.0,110.7,38.2,,
12:53:59.278,S,11,108.0,107.4,38.7,,
12:53:59.407,S,11,110.0,107.9,38.8,,
12:53:59.535,S,11,112.0,134.0,39.6,,
12:53:59.598,S,11,114.0,133.3,40.5,,
12:53:59.790,S,11,116.0,133.7,77.7,,
12:53:59.854,S,11,118.0,132.8,136.5,,
12:54:00.027,S,11,120.0,132.8,138.2,,
12:54:00.094,S,11,122.0,110.4,135.3,,
12:54:00.217,S,11,124.0,132.3,137.4,,
12:54:00.406,S,11,126.0,132.3,135.7,,
12:54:00.468,S,11,128.0,130.6,127.4,,
12:54:00.655,S,11,130.0,130.2,137.3,,
12:54:00.718,S,11,132.0,129.3,137.0,,
12:54:00.910,S,11,134.0,128.9,137.4,,
12:54:00.972,S,11,136.0,128.4,137.9,,
12:54:01.096,S,11,138.0,129.8,136.9,,
12:54:01.279,S,11,140.0,128.4,137.9,,
12:54:01.407,S,11,142.0,128.4,137.4,,
12:54:01.535,S,11,144.0,129.3,137.9,,
12:54:01.599,S,11,146.0,128.9,137.9,,
12:54:01.726,S,11,148.0,115.6,137.9,,
12:54:01.850,S,11,150.0,115.1,122.3,,
12:54:02.030,S,11,152.0,127.5,164.7,,
12:54:02.158,S,11,154.0,116.0,123.5,,
12:54:02.223,S,11,156.0,31.2,122.2,,
12:54:02.348,S,11,158.0,30.3,122.2,,
12:54:02.474,S,11,160.0,30.7,123.1,,
12:54:02.590,S,11,162.0,29.8,122.3,,
12:54:02.654,S,11,164.0,29.8,123.4,,
12:54:02.783,S,11,166.0,29.9,122.7,,
12:54:02.910,S,11,168.0,30.3,141.1,,
12:54:02.973,S,11,170.0,30.2,122.7,,
12:54:03.096,S,11,172.0,29.4,119.3,,
12:54:03.215,S,11,174.0,29.4,123.1,,
12:54:03.342,S,11,176.0,29.4,123.5,,
12:54:03.407,S,11,178.0,29.8,113.9,,
12:54:03.535,S,11,180.0,29.8,123.9,,
12:54:06.656,ROT,11,-90.01,0.087,0.008,1.004,
12:54:07.094,STEP,12,10.3,0.135,0.01,0.989,-1.09
12:54:07.787,S,12,0.0,54.0,111.4,,
12:54:07.902,S,12,2.0,54.5,122.0,,
12:54:08.031,S,12,4.0,54.1,102.9,,
12:54:08.159,S,12,6.0,54.9,99.6,,
12:54:08.222,S,12,8.0,54.9,101.7,,
12:54:08.340,S,12,10.0,54.5,101.7,,
12:54:08.465,S,12,12.0,54.1,100.0,,
12:54:08.527,S,12,14.0,55.0,99.9,,
12:54:08.655,S,12,16.0,54.6,105.1,,
12:54:08.783,S,12,18.0,55.0,100.4,,
12:54:08.903,S,12,20.0,54.6,99.6,,
12:54:08.975,S,12,22.0,54.7,100.0,,
12:54:09.089,S,12,24.0,55.6,100.8,,
12:54:09.215,S,12,26.0,55.1,101.3,,
12:54:09.343,S,12,28.0,56.0,100.9,,
12:54:09.402,S,12,30.0,56.1,100.4,,
12:54:09.529,S,12,32.0,56.1,99.2,,
12:54:09.656,S,12,34.0,56.6,121.2,,
12:54:09.718,S,12,36.0,111.6,124.9,,
12:54:09.844,S,12,38.0,139.2,124.9,,
12:54:10.030,S,12,40.0,140.0,125.4,,
12:54:10.095,S,12,42.0,113.4,125.8,,
12:54:10.222,S,12,44.0,112.6,129.2,,
12:54:10.348,S,12,46.0,110.5,128.3,,
12:54:10.474,S,12,48.0,139.5,128.2,,
12:54:10.591,S,12,50.0,108.8,40.1,,
12:54:10.719,S,12,52.0,96.2,40.0,,
12:54:10.783,S,12,54.0,99.6,38.3,,
12:54:10.911,S,12,56.0,100.3,37.8,,
12:54:11.039,S,12,58.0,97.8,38.2,,
12:54:11.103,S,12,60.0,96.9,37.4,,
12:54:11.215,S,12,62.0,96.5,37.3,,
12:54:11.339,S,12,64.0,96.2,37.3,,
12:54:11.402,S,12,66.0,96.9,37.2,,
12:54:11.535,S,12,68.0,96.1,36.8,,
12:54:11.663,S,12,70.0,98.6,37.2,,
12:54:11.726,S,12,72.0,96.5,36.8,,
12:54:11.855,S,12,74.0,97.7,36.8,,
12:54:11.919,S,12,76.0,95.6,36.8,,
12:54:12.048,S,12,78.0,96.1,36.8,,
12:54:12.170,S,12,80.0,96.4,36.8,,
12:54:12.233,S,12,82.0,98.1,36.7,,
12:54:12.358,S,12,84.0,94.7,36.7,,
12:54:12.486,S,12,86.0,96.0,36.8,,
